nN,AATS8dv,AATS5d,AATS1Z,AATS5Z,AATS8Z,AATS1m,AATS5m,AATS8m,AATS0v,AATS5v,AATS8v,AATS3p,AATS4p,AATS5p,AATS8p,GATS3s,BertzCT,nBondsT,PNSA1,C1SP1,MZ,Mm,Mv,Mp,NtsC,NtN,NaaN,NaasN,StsC,StN,SaaN,SaasN,ETA_beta,ETA_beta_ns,MIC1,MIC2,MIC3,MIC4,MIC5,PEOE_VSA3,PEOE_VSA4,SMR_VSA2,SMR_VSA3,MID_N,AMID_N,piPC7,n5aRing,n5aHRing,AMW
2.0,0.8518518518518519,2.1951219512195124,22.35,12.414634146341465,6.407407407407407,83.57734239999998,41.63103965853657,18.702145037037035,202.4061106469392,149.57040857886415,89.59947057850296,1.33806068838678,1.3047781455289822,1.16054540432826,0.8271167092235926,0.9450630340383814,472.293735238194,0.0,128.1533113894173,0.0,0.5982905982905985,0.5557661886860119,0.5990718815074605,0.6477792108091512,0.0,0.0,1.0,0.0,0.0,0.0,4.009128480095742,0.0,20.75,9.0,29.28807188880656,32.888462847262,34.622356519168704,34.77743344224563,34.77743344224563,0.0,0.0,0.0,9.883888251797686,4.186803533194178,0.2203580806944304,5.187036582858334,0.0,0.0,6.670576355897438
2.0,0.855072463768116,2.2196969696969697,21.906976744186046,12.227272727272728,7.478260869565218,81.66446495348833,41.162011333333325,22.69291598550725,199.51244537718625,147.4403167973134,106.0645763631043,1.3103449330098536,1.2771033351057486,1.1436809881929546,0.9428358146053912,0.928159540335479,486.51005645247983,0.0,131.63695022831865,0.0,0.5873015873015872,0.5438744642807585,0.5929912186327819,0.6443319931565442,0.0,0.0,1.0,0.0,0.0,0.0,4.022392942905659,0.0,21.25,9.0,28.46625376564529,32.79914105187881,34.56495057568832,34.708950575688334,34.708950575688334,0.0,0.0,0.0,9.883888251797686,4.201856114171882,0.2100928057085941,5.209144564452105,0.0,0.0,6.52781257009525
2.0,0.9135802469135802,2.2056737588652484,21.52173913043478,11.936170212765957,8.641975308641975,80.00109326086952,40.08584548226949,26.59097320987652,197.00460214340035,144.6396034259086,118.42720803760156,1.2868570047243224,1.2577877010701566,1.130607030573518,1.0038206773342466,0.912868500635392,500.7713889283349,0.0,128.09436375430477,0.0,0.5777777777777778,0.5335683031295386,0.5877213108080602,0.641344404524285,0.0,0.0,1.0,0.0,0.0,0.0,4.033469618755063,0.0,21.75,9.0,27.668878759382697,32.72475817561744,34.5345589577611,34.668958957761106,34.668958957761106,0.0,0.0,0.0,9.883888251797686,4.209382404660734,0.2004467811743206,5.241416272539677,0.0,0.0,6.404083955733348
2.0,1.1494252873563218,2.1866666666666665,21.18367346938776,11.646666666666668,10.06896551724138,78.54139973469387,38.99240628,32.6770048045977,194.8102393138375,142.67321618672156,130.345009918703,1.2666980741485512,1.241009887564788,1.1229141344684133,1.0683976566905058,0.8999127904077254,515.0782580132156,0.0,125.89141728453124,0.0,0.5694444444444443,0.5245504121222213,0.583110141461429,0.6387302644710579,0.0,0.0,1.0,0.0,0.0,0.0,4.042859000740599,0.0,22.25,9.0,26.910102633150395,32.16470062354179,34.441652840390184,34.651652840390184,34.651652840390184,0.0,0.0,0.0,9.883888251797686,4.21314554990516,0.19150661590478,5.2519461493659145,0.0,0.0,6.295821418166681
2.0,1.3125,2.1635220125786163,20.884615384615383,11.38993710691824,10.03125,77.25013238461537,38.02275264779874,32.871531625,192.87403681716447,140.92943882366893,129.21851484346084,1.249207237325456,1.2263005716148767,1.116092132262,1.0538479358454995,0.8888120482340446,529.4309671762129,0.0,142.29657739593353,0.0,0.5620915032679739,0.516593449468706,0.579041462626166,0.636423670306446,0.0,0.0,1.0,0.0,0.0,0.0,4.050919621438582,0.0,22.75,9.0,26.194691073350707,31.499381131122465,34.34601825355778,34.65256439481977,34.65256439481977,0.0,0.0,0.0,9.883888251797686,4.215027122527372,0.1832620488055379,5.2571697982010415,0.0,0.0,6.200295649725504
2.0,1.3238095238095238,2.142857142857143,20.618181818181817,11.160714285714286,9.82857142857143,76.0997305636364,37.15699047619047,32.13700717142856,191.15296793123304,139.37249474951483,127.01942562647604,1.2338876767976417,1.2132994342914067,1.1100010588634166,1.0439914543863236,0.8792089037892907,543.8296472153963,0.0,141.33063426261606,0.0,0.5555555555555556,0.5095205937766922,0.5754248592170432,0.6343733643823465,0.0,0.0,1.0,0.0,0.0,0.0,4.05791508629119,0.0,23.25,9.0,25.5231121941097,30.806061655751925,33.81269128538156,34.593543137233404,34.66820980390008,0.0,0.0,0.0,9.883888251797686,4.215967908838479,0.1756653295349366,5.262366302262378,0.0,0.0,6.115383855555571
2.0,1.280701754385965,2.1242937853107344,20.379310344827587,10.954802259887003,9.614035087719298,75.06833582758624,36.37927191525423,31.32581124561402,189.61306419118893,137.97388397103737,125.82314066434309,1.2203587142535977,1.201725251064415,1.1045294166579096,1.040707294473333,0.870832029770628,558.2742938120523,0.0,142.66132072779368,0.0,0.5497076023391813,0.5031922492101538,0.5721889509036179,0.6325388801344679,0.0,0.0,1.0,0.0,0.0,0.0,4.064043558513411,0.0,23.75,9.0,24.89382927962584,30.11614759334645,33.17717429474435,34.52766790493011,34.69584076816452,0.0,0.0,0.0,9.883888251797686,4.216438301994033,0.1686575320797613,5.267535942208599,0.0,0.0,6.039410144982472
2.0,1.2195121951219512,2.10752688172043,20.16393442622951,10.768817204301076,9.43089430894309,74.13838975409841,35.67681644086021,30.63332691869917,188.22715082514927,136.71062262273514,124.8019217942296,1.2083237475733133,1.1913553181153762,1.099587288214226,1.037903743328097,0.8634717455089144,572.7647965145707,0.0,153.48598082141464,0.0,0.5444444444444443,0.4974967391002691,0.5692766334215349,0.6308878443113775,0.0,0.0,1.0,0.0,0.0,0.0,4.069456891125869,0.0,24.25,9.0,24.304411709883617,29.44423377511464,32.50987163446758,34.064100074612966,34.66606674127964,0.0,0.0,0.0,9.883888251797686,4.216673498571809,0.1621797499450695,5.272678994368022,0.0,0.0,5.971033805466683
0.0,1.3846153846153846,3.0444444444444443,26.89655172413793,17.955555555555556,9.538461538461538,103.64788906896548,65.25869708888888,30.03408384615384,262.82861201770226,205.86068509014007,141.678190375621,1.5464920918973395,1.442448903190453,1.4641073473132,1.1946619255805384,0.961380124980226,711.5733834430602,0.0,188.23451990618656,0.0,0.7160493827160495,0.6853069871136642,0.7088421195467807,0.7390093147039257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.25,16.0,21.34128312851593,30.954371711421864,37.740738723891965,39.06386900530798,39.13853567197465,0.0,0.0,0.0,0.0,0.0,0.0,6.782050322607079,0.0,0.0,8.224743687407408
0.0,2.3793103448275863,3.1041666666666665,27.666666666666668,18.89583333333333,12.379310344827584,106.73242253333328,69.29177739583331,41.25696820689653,261.17011790865416,205.57397066445463,152.48398174957907,1.5426561243318857,1.4033419839288244,1.4256114002071456,1.18499355628431,1.012975007907169,757.5407671777517,0.0,188.23705382927525,0.0,0.7380952380952382,0.7084042009110695,0.709054869006426,0.72976753635586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,16.5,24.74134340029876,36.121476354974206,40.66089016923811,40.90406611931599,40.90406611931599,0.0,0.0,0.0,0.0,0.0,0.0,6.848668536522811,0.0,0.0,8.502249792142857
